,Name of movie,Description,Genre,Stars
179,Taxi Driver,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action by attempting to liberate a presidential campaign worker and an underage prostitute.",Crime Drama,8.2
180,The Message,This epic historical drama chronicles the life and times of Prophet Muhammad and serves as an introduction to early Islamic history.,Biography Drama History,8.2
181,Sholay,"After his family is murdered by a notorious and ruthless bandit, a former police officer enlists the services of two outlaws to capture the bandit.",Action Adventure Comedy,8.2
182,Monty Python and the Holy Grail,"King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.",Adventure Comedy Fantasy,8.2
183,Chinatown,"A private detective hired to expose an adulterer finds himself caught up in a web of deceit, corruption, and murder.",Drama Mystery Thriller,8.2
184,Anand,"The story of a terminally ill man who wishes to live life to the fullest before the inevitable occurs, as told by his best friend.",Drama Musical,8.2
185,For a Few Dollars More,Two bounty hunters with the same intentions team up to track down a Western outlaw.,Western,8.2
186,The Great Escape,Allied prisoners of war plan for several hundred of their number to escape from a German camp during World War II.,Adventure Drama History,8.2
187,Yojimbo,A crafty ronin comes to a town divided by two criminal gangs and decides to play them against each other to free the town.,Action Drama Thriller,8.2
188,Judgment at Nuremberg,"In 1948, an American court in occupied Germany tries four Nazis judged for war crimes.",Drama War,8.2
189,Some Like It Hot,"After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.",Comedy Music Romance,8.2
190,Wild Strawberries,"After living a life marked by coldness, an aging professor is forced to confront the emptiness of his existence.",Drama Romance,8.2
191,The Seventh Seal,"A man seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague.",Drama Fantasy History,8.2
192,Dial M for Murder,A former tennis player tries to arrange his wife's murder after learning of her affair.,Crime Thriller,8.2
193,Tokyo Story,"An old couple visit their children and grandchildren in the city, but receive little attention.",Drama,8.2
194,Rashomon,"The rape of a bride and the murder of her samurai husband are recalled from the perspectives of a bandit, the bride, the samurai's ghost and a woodcutter.",Crime Drama Mystery,8.2
195,All About Eve,A seemingly timid but secretly ruthless ingénue insinuates herself into the lives of an aging Broadway star and her circle of theater friends.,Drama,8.2
196,The Treasure of the Sierra Madre,Two Americans searching for work in Mexico convince an old prospector to help them mine for gold in the Sierra Madre Mountains.,Adventure Drama Western,8.2
197,To Be or Not to Be,"During the Nazi occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy.",Comedy Romance War,8.2
198,The Gold Rush,A prospector goes to the Klondike in search of gold and finds it and more.,Adventure Comedy Drama,8.2
199,Sherlock Jr.,"A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend's father's pocketwatch.",Action Comedy Romance,8.2
200,Portrait of a Lady on Fire,"On an isolated island in Brittany at the end of the eighteenth century, a female painter is obliged to paint a wedding portrait of a young woman.",Drama Romance,8.1
201,Pink,"When three young women are implicated in a crime, a retired lawyer steps forward to help them clear their names.",Crime Drama Thriller,8.1
202,Wolfwalkers,A young apprentice hunter and her father journey to Ireland to help wipe out the last wolf pack. But everything changes when she befriends a free-spirited girl from a mysterious tribe rumored to transform into wolves by night.,Animation Adventure Family,8.1
203,"Three Billboards Outside Ebbing, Missouri",A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.,Comedy Crime Drama,8.1
204,The Invisible Guest,A successful entrepreneur accused of murder and a witness preparation expert have less than three hours to come up with an impregnable defense.,Crime Drama Mystery,8.1
205,The Handmaiden,"A woman is hired as a handmaiden to a Japanese heiress, but secretly she is involved in a plot to defraud her.",Drama Romance Thriller,8.1
206,Mommy,"A widowed single mother, raising her violent son alone, finds new hope when a mysterious neighbor inserts herself into their household.",Drama,8.1
207,Haider,"A young man returns to Kashmir after his father's disappearance to confront his uncle, whom he suspects of playing a role in his father's fate.",Action Crime Drama,8.1
208,Logan,"In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.",Action Drama Sci-Fi,8.1
209,Room,"Held captive for 7 years in an enclosed space, a woman and her young son finally gain their freedom, allowing the boy to experience the outside world for the first time.",Drama Thriller,8.1
210,Wild Tales,Six short stories that explore the extremities of human behavior involving people in distress.,Comedy Drama Thriller,8.1
211,Soul,"After landing the gig of a lifetime, a New York jazz pianist suddenly finds himself trapped in a strange land between Earth and the afterlife.",Animation Adventure Comedy,8.1
212,Winter Sleep,A hotel owner and landlord in a remote Turkish village deals with conflicts within his family and a tenant behind on his rent.,Drama,8.1
213,PK,An alien on Earth loses the only device he can use to communicate with his spaceship. His innocent nature and child-like questions force the country to evaluate the impact of religion on its people.,Comedy Drama Musical,8.1
214,OMG: Oh My God!,A shopkeeper takes God to court when his shop is destroyed by an earthquake.,Comedy Drama Fantasy,8.1
215,The Grand Budapest Hotel,"A writer encounters the owner of an aging high-class hotel, who tells him of his early years serving as a lobby boy in the hotel's glorious years under an exceptional concierge.",Adventure Comedy Crime,8.1
216,Gone Girl,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",Drama Mystery Thriller,8.1
217,Wolf Children,"After her werewolf lover unexpectedly dies in an accident while hunting for food for their children, a young woman must find ways to raise the werewolf son and daughter that she had with him while keeping their trait hidden from society.",Animation Drama Fantasy,8.1
218,Hacksaw Ridge,"World War II American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first man in American history to receive the Medal of Honor without firing a shot.",Biography Drama History,8.1
219,Inside Out,"After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.",Animation Adventure Comedy,8.1
220,Barfi!,Three young people learn that love can neither be defined nor contained by society's definition of normal and abnormal.,Comedy Drama Romance,8.1
221,12 Years a Slave,"In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery.",Biography Drama History,8.1
222,Rush,The merciless 1970s rivalry between Formula One rivals James Hunt and Niki Lauda.,Action Biography Drama,8.1
223,Ford v Ferrari,American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.,Action Biography Drama,8.1
224,Spotlight,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",Biography Crime Drama,8.1
225,Song of the Sea,"Ben, a young Irish boy, and his little sister Saoirse, a girl who can turn into a seal, go on an adventure to free the fairies and save the spirit world.",Animation Adventure Drama,8.1
226,Kahaani,"A pregnant woman's search for her missing husband takes her from London to Kolkata, but everyone she questions denies having ever met him.",Mystery Thriller,8.1
227,Prisoners,"When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts.",Crime Drama Mystery,8.1
228,Mad Max: Fury Road,"In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshiper, and a drifter named Max.",Action Adventure Sci-Fi,8.1
229,Warrior,"The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother.",Action Drama Sport,8.1
230,A Wednesday,A retiring police officer reminisces about the most astounding day of his career. About a case that was never filed but continues to haunt him in his memories - the case of a man and a Wednesday.,Action Crime Drama,8.1
